Project Length,5
CRF,0.1
Annual Capture Amount (MTCO2/yr),50.0
Total Cost ($M/yr),3800.825337438
Capture Cost ($M/yr),2226.40693
Transport Cost ($M/yr),1434.115537438
Storage Cost ($M/yr),140.30287

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
6,17.901,646.58412
19,2.498000000000002,171.66256000000016
5,2.034,136.40004
2,7.236,419.688
16,20.331,852.07221

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
5,7.2360000000000095,19.826640000000026
7,20.331,56.316869999999994
4,19.935,56.61539999999999
3,2.498000000000002,7.5439600000000056

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr)
471474,480732,20.331,23.159653900000002
581660,580341,19.935,10.318128980000001
180218,229069,17.901,70.35216547200001
341295,346579,19.935,19.00640678
178898,180218,17.901,1.607119346
664847,670134,2.498000000000002,5.369841592
241059,243696,7.2360000000000095,5.666079895999999
269118,245397,20.331,80.32290342
662206,664847,2.498000000000002,2.4356198
659524,659530,2.498000000000002,2.136711788
239737,241059,7.236,1.8019839919999998
254257,625440,7.2360000000000095,217.936435776
346579,358468,19.935,11.57088896
358468,394128,19.935,46.84923978
248042,250684,20.331,35.6356106
684605,663482,2.498000000000002,19.118135832
243696,254257,7.2360000000000095,6.763771023999999
267887,471474,20.331,314.3990033
663482,659524,2.498000000000002,2.6147556339999998
250684,267887,20.331,49.5285904
270438,269118,20.331,5.172985852
659530,662190,2.498000000000002,6.88455439
577696,581660,19.935,4.62026672
625440,641280,7.2360000000000095,12.023290848
229069,341295,17.901,178.003299168
245397,248042,20.331,28.793870698
662190,662206,2.498000000000002,22.759435709999998
394128,577696,19.935,235.5931344
670134,674100,2.498000000000002,1.4956978399999998
