Project Length,30
CRF,0.1
Annual Capture Amount (MTCO2/yr),50.0
Total Cost ($M/yr),5140.686467219999
Capture Cost ($M/yr),4669.03817
Transport Cost ($M/yr),275.26120721999865
Storage Cost ($M/yr),196.38709

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
17,4.531999999999994,715.4538399999997
6,17.901000000000003,1301.3841200000002
16,20.331000000000003,1692.77221
2,7.236,959.428

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
5,8.637000000000794,36.48838000000218
7,24.862999999999207,88.8728099999978
4,16.5,71.02590000000001

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr)
471474,480732,24.862999999999207,4.529266019999897
581660,580341,16.5,1.57952
180218,229069,16.499999999998973,11.446699999999552
341295,346579,16.499999999998973,2.9096049999998863
178898,180218,16.499999999998973,0.30520499999998807
178898,180220,1.4010000000010299,0.13182169000002647
241059,243696,7.235999999999985,1.1332382399999985
269118,245397,24.862999999999207,18.478059279999577
239737,241059,7.236,0.36036496
254257,625440,8.637000000000794,46.667473130002996
346579,358468,16.499999999998973,1.771414999999931
358468,394128,16.499999999998973,7.1719649999997195
254554,269118,4.531999999999532,3.478286679999803
248042,250684,24.862999999999207,6.969132179999841
243696,254257,8.637000000000794,1.525600320000098
212167,254554,4.531999999999994,11.846984159999991
267887,471474,24.862999999999207,61.48516503999859
180220,243696,1.4010000000010336,7.6478544600015415
270438,269118,20.331000000000003,1.0346333
250684,267887,24.862999999999207,9.68593507999978
577696,581660,16.499999999998973,0.7073099999999723
213487,212167,4.531999999999994,0.14151315999999992
625440,641280,8.637000000000794,2.601994190000112
229069,341295,16.499999999998973,28.962199999998873
245397,248042,24.862999999999207,6.623945329999849
394128,577696,16.499999999998973,36.066019999998595
