Project Length,0
CRF,0.1
Annual Capture Amount (MTCO2/yr),50.0
Total Cost ($M/yr),19401.28631801
Capture Cost ($M/yr),11132.034650000001
Transport Cost ($M/yr),7571.3758180099985
Storage Cost ($M/yr),697.8758500000004

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
16,20.331,4260.36105
6,17.901,3232.9206
5,2.034000000000001,682.0002000000004
19,2.4979999999999998,858.3127999999999
2,7.236,2098.44

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
5,14.513000000000032,198.82810000000043
7,20.33100000000003,281.5843500000004
4,12.657999999999971,179.7435999999996
3,2.4979999999999998,37.71979999999999

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr)
471474,480732,20.33100000000003,119.0355920600001
581660,580341,12.657999999999971,40.67827400999994
341295,346579,12.657999999999971,74.93099510999988
178898,180218,10.623999999999969,5.9272315199999905
178898,180220,7.277000000000031,7.436294200000015
664847,670134,2.4979999999999998,13.553037409999988
241059,243696,7.235999999999999,28.330399479999997
269118,245397,20.33100000000003,401.6145171000004
180218,177561,10.623999999999969,88.86910343999986
662206,664847,2.4979999999999998,6.147285249999995
239737,241059,7.235999999999999,9.009919959999998
254257,625440,14.513000000000032,1554.2282485400021
346579,358468,12.657999999999971,45.617150519999925
358468,394128,12.657999999999971,184.6987796099997
177561,229069,10.623999999999969,264.8220216099995
248042,250684,20.33100000000003,183.15930164000014
684605,663482,2.4979999999999998,95.59067915999583
243696,254257,14.513000000000032,50.808234310000074
267887,471474,20.33100000000003,1615.9426104200015
180220,243696,7.277000000000031,431.4397385200008
250684,267887,20.33100000000003,254.5661993600002
663482,663486,2.4979999999999998,12.076739519999729
270438,269118,20.33100000000003,25.864929260000025
577696,581660,12.657999999999971,18.21497363999997
625440,641280,14.513000000000032,85.74488392000012
229069,341295,10.623999999999969,689.9321789599987
245397,248042,20.33100000000003,148.70396117000018
662190,662206,2.4979999999999998,113.79717855000004
663486,662190,2.4979999999999998,64.35276775999924
394128,577696,12.657999999999971,928.8041027999986
670134,674100,2.4979999999999998,7.478489199999995
