Project Length,0
CRF,0.1
Annual Capture Amount (MTCO2/yr),49.99999999999999
Total Cost ($M/yr),18515.709296450656
Capture Cost ($M/yr),11132.034650000001
Transport Cost ($M/yr),6686.142096451179
Storage Cost ($M/yr),697.5325499994748

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
19,2.4979999999999807,858.3127999999934
2,7.236,2098.44
6,17.901,3232.9206
16,20.331,4260.36105
5,2.0340000000000202,682.0002000000068

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
5,15.199599999764926,208.23451999677948
4,11.971400000234595,169.99388000333124
7,20.330999999953566,281.5843499993569
3,2.498000000000479,37.71980000000723

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr)
581660,580341,11.971400000234595,32.69816229835179
471474,480732,20.330999999953566,98.44008532984847
180218,229069,9.937400000235073,214.85171517655453
341295,346579,11.971400000235093,60.23129907864939
178898,180218,9.937400000235073,5.728302902068107
178898,180220,7.963599999764927,7.734690559897837
664847,670134,2.498000000000479,13.519052420000524
241059,243696,7.235999999999999,28.330399479999997
269118,245397,20.331,401.6145171
662206,664847,2.498000000000479,6.131870500000238
239737,241059,7.236,9.00991996
254257,625440,15.199599999764926,1598.0591309529937
346579,358468,11.971400000235093,36.66813509639534
358468,394128,11.971400000234752,148.46522917959837
248042,250684,20.330999999953566,151.46912001976682
684605,663482,2.4980000000005966,95.11724592000911
663491,662190,2.498000000000541,38.90094812000338
243696,254257,15.199599999764926,52.24107925150943
663482,663491,2.497999999999981,18.000034819999946
267887,471474,20.330999999953566,1336.352625307943
180220,243696,7.9635999997653,435.7291888432547
270438,269118,20.331,25.864929259999997
250684,267887,20.330999999953566,210.5212254796759
577696,581660,11.971400000234595,14.641625672157527
625440,641280,15.199599999764926,88.1629792631721
229069,341295,9.937400000235073,543.6124454624635
662190,662206,2.498000000000479,113.51182510000442
245397,248042,20.330999999953566,143.969353488811
670134,674100,2.498000000000479,9.970312960000388
394128,577696,11.971400000235093,746.5946474480495
