Project Length,0
CRF,0.1
Annual Capture Amount (MTCO2/yr),80.0
Total Cost ($M/yr),1004.6820678800004
Capture Cost ($M/yr),889.8631500000007
Transport Cost ($M/yr),69.81826187999972
Storage Cost ($M/yr),45.000656000000085

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
19,2.529,34.758576
18,4.059,58.952916
5,2.034,27.280008
4,4.635,66.6513
6,17.901,129.316824
12,5.318999999999044,82.62534599998516
17,6.129,82.88859599999999
1,6.731000000000949,110.29416600001555
2,7.236,83.93759999999999
16,20.331,170.41444199999998
11,3.096,42.743376

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
3,2.529,1.5275159999999999
4,31.301000000001185,17.77896800000067
7,25.649999999997405,14.210099999998564
5,7.235999999999766,3.965327999999872
6,13.284000000001729,7.518744000000978

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr)
581660,580341,24.570000000000235,0.6487500000000028
471474,480732,25.649999999996624,0.6697214999999118
205577,209527,4.058999999999932,0.18147788999999695
341295,346579,24.569999999983956,1.19490699999922
373359,622999,13.284000000001729,4.351705560000567
161974,171222,3.0959999999931274,0.039319199999912714
176239,177561,4.635,0.021413699999999997
241059,243696,7.236,0.14956812
205578,205577,4.059,0.08706555
593579,586970,6.731000000000949,1.2156737300000644
239737,241059,7.235999999999999,0.047540519999999996
648113,649437,13.284000000001729,0.21174696000002755
346579,358468,24.570000000000235,0.7273465000000032
649437,657366,13.284000000001729,0.15954084000002075
248042,250684,25.649999999997405,1.0303604999998957
243696,254257,7.235999999999797,0.12076883999999662
267887,471474,25.649999999997277,9.090872999999036
646791,648113,13.284000000001729,0.028560600000003718
270438,269118,20.331,0.13947066
250684,267887,25.649999999997405,1.4320394999998551
577696,581660,24.570000000000235,0.29041090000000125
212167,213487,7.155000000002354,0.01659960000000546
625440,641280,7.235999999999766,0.2038381199999934
80029,87961,3.0960000000004797,0.08427312000001307
209527,212167,7.154999999993339,0.03584654999996663
178883,180218,4.635,0.2205333
394128,577696,24.570000000000118,14.81098440000003
180218,229069,22.536000000000485,4.523969840000042
171222,209527,3.095999999999804,0.18541943999998825
178898,180218,17.901,0.10991032
622999,624321,13.284000000001729,0.025372440000003302
87961,161974,3.0959999999994894,0.5654843999999067
664847,670134,2.5290000000058757,0.03277584000007615
269118,245397,20.331,2.16545481
213487,373359,13.284000000001729,3.1885585200004147
662206,664847,2.5290000000076374,0.014870520000044907
177561,178883,4.635,0.01181925
624321,646791,13.284000000001729,0.48592872000006326
254257,625440,7.235999999999766,3.695425199999881
586970,580341,6.731000000000949,1.3890898100000735
358468,394128,24.570000000000352,2.9452379000003543
684605,663482,2.5289999999973496,0.30899321999967616
663491,662190,2.5289999999990718,0.12637412999995362
663482,663491,2.528999999999116,0.05847047999997957
594899,593579,6.731000000000949,0.2530317200000134
229069,341295,22.536,11.446118559999999
245397,248042,20.330999999997424,0.7762375799999016
662190,662206,2.529000000007304,0.2752057800007948
670134,674100,2.529000000003632,0.024177240000034725
