Project Length,0
CRF,0.1
Annual Capture Amount (MTCO2/yr),95.0
Total Cost ($M/yr),1244.4770143299984
Capture Cost ($M/yr),1129.47828
Transport Cost ($M/yr),61.50706832999825
Storage Cost ($M/yr),53.49166600000001

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
19,2.529,34.758576
18,4.059,58.952916
10,14.495000000000008,231.34020000000015
5,2.034,27.280008
4,4.635,66.6513
6,17.901,129.316824
12,5.319,82.62534600000001
17,6.129,82.88859599999999
1,7.236,118.56909599999999
2,7.236,83.93759999999999
16,20.331,170.41444199999998
11,3.096,42.743376

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
3,2.529,1.5275159999999999
4,31.806000000002026,18.065808000001148
7,25.65000000000058,14.210100000000324
5,7.235999999999704,3.9653279999998383
6,27.778999999997716,15.722913999998706

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr)
581660,580341,24.570000000002025,0.2948400000000243
471474,480732,25.65000000000136,0.6697215000000355
205577,209527,4.058999999999999,0.18147788999999998
341295,346579,24.569999999998704,0.5429969999999714
373359,622999,27.778999999999417,9.10012260999981
161974,171222,17.59099999997735,0.22340569999971233
176239,177561,4.635,0.021413699999999997
241059,243696,7.236000000001847,0.1495681200000382
205578,205577,4.059,0.08706555
593579,586970,7.235999999999999,0.49081787999999993
239737,241059,7.235999999999999,0.047540519999999996
648113,649437,27.778999999997716,0.44279725999996356
346579,358468,24.570000000002025,0.33046650000002725
649437,657366,27.778999999997716,0.33362578999997256
248042,250684,25.65,1.0303604999999998
243696,254257,7.236,0.12076884
267887,471474,25.650000000000073,9.090873000000027
646791,648113,27.778999999997716,0.05972484999999509
270438,269118,20.331,0.13947066
250684,267887,25.65,1.4320395
577696,581660,24.570000000002025,0.13194090000001088
212167,213487,21.64999999999956,0.05022799999999898
625440,641280,7.235999999999704,0.20383811999999166
80029,87961,3.09600000000048,0.08427312000001308
209527,212167,21.650000000003114,0.10846650000001559
99895,106500,14.494999999998594,0.4680914999999348
178883,180218,4.635,0.2205333
106500,161974,14.495000000000053,2.9153732999975697
394128,577696,24.57000000000202,6.730214400000553
180218,229069,22.53600000000001,1.9592798400000009
171222,209527,17.5910000000202,1.0535249900012096
178898,180218,17.901000000000007,0.041530320000000016
622999,624321,27.778999999997716,0.05305788999999564
87961,161974,3.095999999999511,0.5654843999999107
664847,670134,2.5290000000027772,0.03277584000003599
269118,245397,20.331000000000678,2.165454810000072
213487,373359,27.778999999999417,6.66779336999986
662206,664847,2.528999999994536,0.014870519999967871
177561,178883,4.635000000000001,0.011819250000000003
624321,646791,27.778999999997716,1.0161558199999166
254257,625440,7.235999999999704,3.6954251999998493
586970,580341,7.236,0.56086236
358468,394128,24.57000000000244,1.338327900000133
684605,663482,2.528999999994346,0.30899321999930923
663491,662190,2.528999999998564,0.12637412999992825
663482,663491,2.5289999999986654,0.05847047999996915
594899,593579,7.235999999999999,0.10217231999999998
229069,341295,22.536000000000026,4.957018560000005
245397,248042,20.330999999999886,0.7762375799999957
662190,662206,2.529000000003381,0.27520578000036794
670134,674100,2.529000000005879,0.024177240000056208
