Row #	X	Y	XY-up	XY-down
583	0.8030193	0.9265657	1.226095	1.226139
584	0.8030865	0.9265657	1.226139	1.226183
585	0.8031536	0.9265657	1.226183	1.226227
586	0.8032207	0.9265657	1.226227	1.226271
587	0.8032879	0.9265657	1.226271	1.226315
588	0.803355	0.9265657	1.226315	1.226359
589	0.803422	0.9265657	1.226359	1.226403
590	0.8034891	0.9265657	1.226403	1.226447
591	0.8035561	0.9265657	1.226447	1.226491
592	0.8036232	0.9265657	1.226491	1.226535
593	0.8036902	0.9265657	1.226535	1.226579
594	0.8037572	0.9265657	1.226579	1.226623
595	0.8038242	0.9265657	1.226623	1.226667
596	0.8038911	0.9265657	1.226667	1.22671
597	0.8039581	0.9265657	1.22671	1.226754
598	0.804025	0.9265657	1.226754	1.226798
599	0.8040919	0.9265657	1.226798	1.226842
600	0.8041588	0.9265657	1.226842	1.226886
601	0.8042257	0.9265657	1.226886	1.22693
602	0.8042925	0.9265657	1.22693	1.226974
603	0.8043593	0.9265657	1.226974	1.227017
604	0.8044262	0.9265657	1.227017	1.227061
605	0.804493	0.9265657	1.227061	1.227105
606	0.8045598	0.9265657	1.227105	1.227149
607	0.8046265	0.9265657	1.227149	1.227193
608	0.8046933	0.9265657	1.227193	1.227236
609	0.80476	0.9265657	1.227236	1.22728
610	0.8048267	0.9265657	1.22728	1.227324
611	0.8048935	0.9265657	1.227324	1.227368
612	0.8049601	0.9265657	1.227368	1.227411
613	0.8050268	0.9265657	1.227411	1.227455
614	0.8050935	0.9265657	1.227455	1.227499
615	0.80516	0.9265657	1.227499	1.227542
616	0.8052267	0.9265657	1.227542	1.227586
617	0.8052933	0.9265657	1.227586	1.22763
618	0.8053599	0.9265657	1.22763	1.227673
619	0.8054264	0.9265657	1.227673	1.227717
620	0.805493	0.9265657	1.227717	1.227761
621	0.8055596	0.9265657	1.227761	1.227804
622	0.805626	0.9265657	1.227804	1.227848
623	0.8056926	0.9265657	1.227848	1.227892
624	0.805759	0.9265657	1.227892	1.227935
625	0.8058255	0.9265657	1.227935	1.227979
626	0.805892	0.9265657	1.227979	1.228023
627	0.8059583	0.9265657	1.228023	1.228066
628	0.8060248	0.9265657	1.228066	1.22811
629	0.8060912	0.9265657	1.22811	1.228153
630	0.8061576	0.9265657	1.228153	1.228197
631	0.806224	0.9265657	1.228197	1.22824
632	0.8062903	0.9265657	1.22824	1.228284
633	0.8063566	0.9265657	1.228284	1.228328
634	0.8064229	0.9265657	1.228328	1.228371
635	0.8064892	0.9265657	1.228371	1.228415
636	0.8065554	0.9265657	1.228415	1.228458
637	0.8066217	0.9265657	1.228458	1.228502
638	0.8066881	0.9265657	1.228502	1.228545
639	0.8067542	0.9265657	1.228545	1.228588
640	0.8068204	0.9265657	1.228588	1.228632
641	0.8068866	0.9265657	1.228632	1.228675
642	0.8069528	0.9265657	1.228675	1.228719
643	0.807019	0.9265657	1.228719	1.228762
644	0.8070851	0.9265657	1.228762	1.228806
645	0.8071513	0.9265657	1.228806	1.228849
646	0.8072174	0.9265657	1.228849	1.228893
647	0.8072835	0.9265657	1.228893	1.228936
648	0.8073496	0.9265657	1.228936	1.228979
649	0.8074155	0.9265657	1.228979	1.229023
650	0.8074816	0.9265657	1.229023	1.229066
651	0.8075476	0.9265657	1.229066	1.22911
652	0.8076136	0.9265657	1.22911	1.229153
653	0.8076796	0.9265657	1.229153	1.229196
654	0.8077456	0.9265657	1.229196	1.22924
655	0.8078115	0.9265657	1.22924	1.229283
656	0.8078775	0.9265657	1.229283	1.229326
657	0.8079434	0.9265657	1.229326	1.22937
658	0.8080093	0.9265657	1.22937	1.229413
659	0.8080752	0.9265657	1.229413	1.229456
660	0.808141	0.9265657	1.229456	1.229499
661	0.8082069	0.9265657	1.229499	1.229543
662	0.8082727	0.9265657	1.229543	1.229586
663	0.8083385	0.9265657	1.229586	1.229629
664	0.8084043	0.9265657	1.229629	1.229673
665	0.8084701	0.9265657	1.229673	1.229716
666	0.8085359	0.9265657	1.229716	1.229759
667	0.8086016	0.9265657	1.229759	1.229802
668	0.8086674	0.9265657	1.229802	1.229846
669	0.808733	0.9265657	1.229846	1.229889
670	0.8087988	0.9265657	1.229889	1.229932
671	0.8088645	0.9265657	1.229932	1.229975
672	0.8089301	0.9265657	1.229975	1.230018
673	0.8089958	0.9265657	1.230018	1.230061
674	0.8090614	0.9265657	1.230061	1.230105
675	0.809127	0.9265657	1.230105	1.230148
676	0.8091927	0.9265657	1.230148	1.230191
677	0.8092582	0.9265657	1.230191	1.230234
678	0.8093237	0.9265657	1.230234	1.230277
679	0.8093893	0.9265657	1.230277	1.23032
680	0.8094548	0.9265657	1.23032	1.230363
681	0.8095203	0.9265657	1.230363	1.230406
682	0.8095858	0.9265657	1.230406	1.23045
683	0.8096513	0.9265657	1.23045	1.230493
684	0.8097168	0.9265657	1.230493	1.230536
685	0.8097822	0.9265657	1.230536	1.230579
686	0.8098476	0.9265657	1.230579	1.230622
687	0.809913	0.9265657	1.230622	1.230665
688	0.8099784	0.9265657	1.230665	1.230708
689	0.8100438	0.9265657	1.230708	1.230751
690	0.8101091	0.9265657	1.230751	1.230794
691	0.8101744	0.9265657	1.230794	1.230837
692	0.8102397	0.9265657	1.230837	1.23088
693	0.8103051	0.9265657	1.23088	1.230923
694	0.8103704	0.9265657	1.230923	1.230966
695	0.8104356	0.9265657	1.230966	1.231009
696	0.8105009	0.9265657	1.231009	1.231052
697	0.8105661	0.9265657	1.231052	1.231095
698	0.8106313	0.9265657	1.231095	1.231138
699	0.8106965	0.9265657	1.231138	1.231181
700	0.8107617	0.9265657	1.231181	1.231224
701	0.8108269	0.9265657	1.231224	1.231266
702	0.810892	0.9265657	1.231266	1.231309
703	0.8109571	0.9265657	1.231309	1.231352
704	0.8110223	0.9265657	1.231352	1.231395
705	0.8110873	0.9265657	1.231395	1.231438
706	0.8111525	0.9265657	1.231438	1.231481
707	0.8112175	0.9265657	1.231481	1.231524
708	0.8112825	0.9265657	1.231524	1.231567
709	0.8113475	0.9265657	1.231567	1.231609
710	0.8114126	0.9265657	1.231609	1.231652
711	0.8114775	0.9265657	1.231652	1.231695
712	0.8115426	0.9265657	1.231695	1.231738
713	0.8116075	0.9265657	1.231738	1.231781
714	0.8116724	0.9265657	1.231781	1.231823
715	0.8117374	0.9265657	1.231823	1.231866
716	0.8118023	0.9265657	1.231866	1.231909
717	0.8118672	0.9265657	1.231909	1.231952
718	0.811932	0.9265657	1.231952	1.231994
719	0.8119969	0.9265657	1.231994	1.232037
720	0.8120617	0.9265657	1.232037	1.23208
721	0.8121266	0.9265657	1.23208	1.232123
722	0.8121914	0.9265657	1.232123	1.232165
723	0.8122562	0.9265657	1.232165	1.232208
724	0.8123209	0.9265657	1.232208	1.232251
725	0.8123857	0.9265657	1.232251	1.232293
726	0.8124504	0.9265657	1.232293	1.232336
727	0.8125151	0.9265657	1.232336	1.232379
728	0.8125798	0.9265657	1.232379	1.232421
729	0.8126445	0.9265657	1.232421	1.232464
730	0.8127092	0.9265657	1.232464	1.232507
731	0.8127739	0.9265657	1.232507	1.232549
732	0.8128385	0.9265657	1.232549	1.232592
733	0.8129031	0.9265657	1.232592	1.232635
734	0.8129677	0.9265657	1.232635	1.232677
735	0.8130323	0.9265657	1.232677	1.23272
736	0.8130968	0.9265657	1.23272	1.232762
737	0.8131614	0.9265657	1.232762	1.232805
738	0.813226	0.9265657	1.232805	1.232847
739	0.8132904	0.9265657	1.232847	1.23289
740	0.813355	0.9265657	1.23289	1.232933
741	0.8134195	0.9265657	1.232933	1.232975
742	0.8134839	0.9265657	1.232975	1.233018
743	0.8135483	0.9265657	1.233018	1.23306
744	0.8136127	0.9265657	1.23306	1.233103
745	0.8136772	0.9265657	1.233103	1.233145
746	0.8137416	0.9265657	1.233145	1.233188
747	0.8138059	0.9265657	1.233188	1.23323
748	0.8138703	0.9265657	1.23323	1.233273
749	0.8139346	0.9265657	1.233273	1.233315
750	0.8139989	0.9265657	1.233315	1.233357
751	0.8140632	0.9265657	1.233357	1.2334
752	0.8141276	0.9265657	1.2334	1.233442
